id,description,deck_config,board_config,gantry_config,protocol_config,created_at,status,finished_at,fluid_state_id
14,"Protocol run: gantry=cub_xl_ben_pipette_capper.yaml, deck=sterling_6vials_tiprack.yaml, protocol=deck_tour.yaml",sterling_6vials_tiprack.yaml,,cub_xl_ben_pipette_capper.yaml,deck_tour.yaml,2026-08-25 23:43:50,completed,2026-08-25 23:44:06,
