id,description,deck_config,board_config,gantry_config,protocol_config,created_at,status,finished_at,fluid_state_id
16,"Protocol run: gantry=cub_xl_ben_pipette_capper.yaml, deck=sterling_6vials_tiprack.yaml, protocol=deck_tour.yaml",sterling_6vials_tiprack.yaml,,cub_xl_ben_pipette_capper.yaml,deck_tour.yaml,2026-08-25 23:49:34,failed,2026-08-25 23:51:15,
