id,description,deck_config,board_config,gantry_config,protocol_config,created_at,status,finished_at,fluid_state_id
36,"Protocol run: gantry=/home/vcl/byu-vcl/cubos/configs/gantry/cub_xl_ben_pipette_capper.yaml, deck=/home/vcl/byu-vcl/cubos/configs/deck/ben_6vials_tiprack.yaml, protocol=/home/vcl/byu-vcl/cubos/configs/protocol/vcl/pipette_test.yaml",/home/vcl/byu-vcl/cubos/configs/deck/ben_6vials_tiprack.yaml,,/home/vcl/byu-vcl/cubos/configs/gantry/cub_xl_ben_pipette_capper.yaml,/home/vcl/byu-vcl/cubos/configs/protocol/vcl/pipette_test.yaml,2026-09-16T22:21:14Z,failed,2026-09-16 22:26:12,
